route,date,daytype,rides
49,02/27/2024,W,11998
49,02/28/2024,W,11875
49,02/29/2024,W,11962
49B,02/01/2024,W,4249
49B,02/02/2024,W,4055
49B,02/03/2024,A,3014
49B,02/04/2024,U,2499
49B,02/05/2024,W,4102
49B,02/06/2024,W,4304
49B,02/07/2024,W,4178
49B,02/08/2024,W,4127
49B,02/09/2024,W,3886
49B,02/10/2024,A,2760
49B,02/11/2024,U,2514
49B,02/12/2024,W,4103
49B,02/13/2024,W,4477
49B,02/14/2024,W,4334
49B,02/15/2024,W,4396
49B,02/16/2024,W,3968
49B,02/17/2024,A,2722
49B,02/18/2024,U,2519
49B,02/19/2024,W,3345
49B,02/20/2024,W,4380
49B,02/21/2024,W,4762
49B,02/22/2024,W,4200
49B,02/23/2024,W,3877
49B,02/24/2024,A,2695
49B,02/25/2024,U,2586
49B,02/26/2024,W,4263
49B,02/27/2024,W,4439
49B,02/28/2024,W,4055
49B,02/29/2024,W,4129
5,02/01/2024,W,222
5,02/02/2024,W,427
5,02/03/2024,A,157
5,02/04/2024,U,98
5,02/05/2024,W,103
5,02/06/2024,W,329
5,02/07/2024,W,133
5,02/08/2024,W,545
5,02/09/2024,W,232
5,02/10/2024,A,151
5,02/11/2024,U,130
5,02/12/2024,W,102
5,02/13/2024,W,322
5,02/14/2024,W,131
5,02/15/2024,W,361
5,02/16/2024,W,397
5,02/17/2024,A,131
5,02/18/2024,U,105
5,02/19/2024,W,340
5,02/20/2024,W,519
5,02/21/2024,W,276
5,02/22/2024,W,143
5,02/23/2024,W,252
5,02/24/2024,A,143
5,02/25/2024,U,130
5,02/26/2024,W,298
5,02/27/2024,W,551
5,02/28/2024,W,249
5,02/29/2024,W,136
50,02/01/2024,W,7627
50,02/02/2024,W,7773
50,02/03/2024,A,5041
50,02/04/2024,U,3229
50,02/05/2024,W,6887
50,02/06/2024,W,7970
50,02/07/2024,W,7719
50,02/08/2024,W,7615
50,02/09/2024,W,6159
50,02/10/2024,A,4415
50,02/11/2024,U,3284
50,02/12/2024,W,6613
50,02/13/2024,W,7836
50,02/14/2024,W,7628
50,02/15/2024,W,7524
50,02/16/2024,W,6354
50,02/17/2024,A,4362
50,02/18/2024,U,3452
50,02/19/2024,W,4523
50,02/20/2024,W,7332
50,02/21/2024,W,8138
50,02/22/2024,W,7625
50,02/23/2024,W,6950
50,02/24/2024,A,4475
50,02/25/2024,U,3360
50,02/26/2024,W,6968
50,02/27/2024,W,7541
50,02/28/2024,W,7553
50,02/29/2024,W,7590
51,02/01/2024,W,1337
51,02/02/2024,W,1164
51,02/03/2024,A,657
51,02/04/2024,U,509
51,02/05/2024,W,1151
51,02/06/2024,W,1164
51,02/07/2024,W,1231
51,02/08/2024,W,1203
51,02/09/2024,W,905
51,02/10/2024,A,678
51,02/11/2024,U,513
51,02/12/2024,W,1188
51,02/13/2024,W,1208
51,02/14/2024,W,1256
51,02/15/2024,W,1146
51,02/16/2024,W,1060
51,02/17/2024,A,629
51,02/18/2024,U,528
51,02/19/2024,W,731
51,02/20/2024,W,1085
51,02/21/2024,W,1181
51,02/22/2024,W,1047
51,02/23/2024,W,1076
51,02/24/2024,A,637
51,02/25/2024,U,574
51,02/26/2024,W,1117
51,02/27/2024,W,1177
51,02/28/2024,W,1100
51,02/29/2024,W,1112
52,02/01/2024,W,6442
52,02/02/2024,W,6506
52,02/03/2024,A,4173
52,02/04/2024,U,2518
52,02/05/2024,W,5875
52,02/06/2024,W,6513
52,02/07/2024,W,6304
52,02/08/2024,W,6404
52,02/09/2024,W,5928
52,02/10/2024,A,4013
52,02/11/2024,U,2808
52,02/12/2024,W,6002
52,02/13/2024,W,6759
52,02/14/2024,W,6451
52,02/15/2024,W,6297
52,02/16/2024,W,6316
52,02/17/2024,A,3650
52,02/18/2024,U,2755
52,02/19/2024,W,4279
52,02/20/2024,W,6490
52,02/21/2024,W,6712
52,02/22/2024,W,6498
52,02/23/2024,W,6479
52,02/24/2024,A,3869
52,02/25/2024,U,2920
52,02/26/2024,W,6505
52,02/27/2024,W,6324
52,02/28/2024,W,5812
52,02/29/2024,W,6013
52A,02/01/2024,W,2849
52A,02/02/2024,W,2620
52A,02/03/2024,A,1625
52A,02/04/2024,U,1116
52A,02/05/2024,W,2834
52A,02/06/2024,W,2962
52A,02/07/2024,W,2882
52A,02/08/2024,W,2557
52A,02/09/2024,W,2293
52A,02/10/2024,A,1488
52A,02/11/2024,U,1034
52A,02/12/2024,W,2559
52A,02/13/2024,W,2898
52A,02/14/2024,W,2699
52A,02/15/2024,W,2741
52A,02/16/2024,W,2549
52A,02/17/2024,A,1343
52A,02/18/2024,U,985
52A,02/19/2024,W,1767
52A,02/20/2024,W,2724
52A,02/21/2024,W,2908
52A,02/22/2024,W,2690
52A,02/23/2024,W,2654
52A,02/24/2024,A,1564
52A,02/25/2024,U,1144
52A,02/26/2024,W,2802
52A,02/27/2024,W,2809
52A,02/28/2024,W,2418
52A,02/29/2024,W,2842
53,02/01/2024,W,13857
53,02/02/2024,W,13941
53,02/03/2024,A,9581
53,02/04/2024,U,6685
53,02/05/2024,W,13412
53,02/06/2024,W,14295
53,02/07/2024,W,14159
53,02/08/2024,W,13961
53,02/09/2024,W,13259
53,02/10/2024,A,9433
53,02/11/2024,U,7233
53,02/12/2024,W,13308
53,02/13/2024,W,14402
53,02/14/2024,W,14369
53,02/15/2024,W,13935
53,02/16/2024,W,13255
53,02/17/2024,A,8652
53,02/18/2024,U,6637
53,02/19/2024,W,10513
53,02/20/2024,W,14327
53,02/21/2024,W,14457
53,02/22/2024,W,14277
53,02/23/2024,W,13737
53,02/24/2024,A,8697
53,02/25/2024,U,7138
53,02/26/2024,W,14002
53,02/27/2024,W,14219
53,02/28/2024,W,12790
53,02/29/2024,W,13600
53A,02/01/2024,W,6195
53A,02/02/2024,W,5696
53A,02/03/2024,A,2575
53A,02/04/2024,U,2008
53A,02/05/2024,W,5820
53A,02/06/2024,W,5814
53A,02/07/2024,W,5775
53A,02/08/2024,W,5863
53A,02/09/2024,W,4505
53A,02/10/2024,A,2557
53A,02/11/2024,U,1995
53A,02/12/2024,W,5269
53A,02/13/2024,W,5742
53A,02/14/2024,W,5535
53A,02/15/2024,W,5403
53A,02/16/2024,W,5377
53A,02/17/2024,A,2434
53A,02/18/2024,U,1972
53A,02/19/2024,W,3670
53A,02/20/2024,W,5793
53A,02/21/2024,W,6034
53A,02/22/2024,W,5897
53A,02/23/2024,W,5714
53A,02/24/2024,A,3096
53A,02/25/2024,U,2010
53A,02/26/2024,W,6141
53A,02/27/2024,W,5913
53A,02/28/2024,W,5340
53A,02/29/2024,W,5721
54,02/01/2024,W,7447
54,02/02/2024,W,7362
54,02/03/2024,A,5659
54,02/04/2024,U,4723
54,02/05/2024,W,6536
54,02/06/2024,W,7338
54,02/07/2024,W,7346
54,02/08/2024,W,7282
54,02/09/2024,W,6559
54,02/10/2024,A,5576
54,02/11/2024,U,4557
54,02/12/2024,W,6849
54,02/13/2024,W,7289
54,02/14/2024,W,7108
54,02/15/2024,W,7004
54,02/16/2024,W,6813
54,02/17/2024,A,4683
54,02/18/2024,U,4387
54,02/19/2024,W,5576
54,02/20/2024,W,7580
54,02/21/2024,W,7594
54,02/22/2024,W,7426
54,02/23/2024,W,7008
54,02/24/2024,A,5081
54,02/25/2024,U,4708
54,02/26/2024,W,7323
54,02/27/2024,W,7431
54,02/28/2024,W,6732
54,02/29/2024,W,7163
54A,02/01/2024,W,720
54A,02/02/2024,W,543
54A,02/05/2024,W,590
54A,02/06/2024,W,629
54A,02/07/2024,W,529
54A,02/08/2024,W,579
54A,02/09/2024,W,469
54A,02/12/2024,W,599
54A,02/13/2024,W,648
54A,02/14/2024,W,503
54A,02/15/2024,W,503
54A,02/16/2024,W,505
54A,02/19/2024,W,495
54A,02/20/2024,W,607
54A,02/21/2024,W,581
54A,02/22/2024,W,544
54A,02/23/2024,W,521
54A,02/26/2024,W,639
54A,02/27/2024,W,658
54A,02/28/2024,W,491
54A,02/29/2024,W,563
54B,02/01/2024,W,2129
54B,02/02/2024,W,1909
54B,02/03/2024,A,1878
54B,02/04/2024,U,1328
54B,02/05/2024,W,2036
54B,02/06/2024,W,2143
54B,02/07/2024,W,2068
54B,02/08/2024,W,2074
54B,02/09/2024,W,2018
54B,02/10/2024,A,1878
54B,02/11/2024,U,1254
54B,02/12/2024,W,1979
54B,02/13/2024,W,2051
54B,02/14/2024,W,2084
54B,02/15/2024,W,1954
54B,02/16/2024,W,1942
54B,02/17/2024,A,1561
54B,02/18/2024,U,1258
54B,02/19/2024,W,1894
54B,02/20/2024,W,2013
54B,02/21/2024,W,2088
54B,02/22/2024,W,2151
54B,02/23/2024,W,1969
54B,02/24/2024,A,1710
54B,02/25/2024,U,1402
54B,02/26/2024,W,1737
54B,02/27/2024,W,2094
54B,02/28/2024,W,1880
54B,02/29/2024,W,1935
55,02/01/2024,W,6365
55,02/02/2024,W,5953
55,02/03/2024,A,4326
55,02/04/2024,U,3849
55,02/05/2024,W,6223
55,02/06/2024,W,6372
55,02/07/2024,W,6562
55,02/08/2024,W,6569
55,02/09/2024,W,5728
55,02/10/2024,A,4412
55,02/11/2024,U,3977
55,02/12/2024,W,5636
55,02/13/2024,W,6270
55,02/14/2024,W,6477
55,02/15/2024,W,5930
55,02/16/2024,W,5958
55,02/17/2024,A,4036
55,02/18/2024,U,5809
55,02/19/2024,W,4464
55,02/20/2024,W,6206
55,02/21/2024,W,6654
55,02/22/2024,W,6200
55,02/23/2024,W,6088
55,02/24/2024,A,3786
55,02/25/2024,U,3700
55,02/26/2024,W,6104
55,02/27/2024,W,6197
55,02/28/2024,W,5454
55,02/29/2024,W,5948
55A,02/01/2024,W,128
55A,02/02/2024,W,115
55A,02/05/2024,W,125
55A,02/06/2024,W,171
55A,02/07/2024,W,190
55A,02/08/2024,W,164
55A,02/09/2024,W,129
55A,02/12/2024,W,105
55A,02/13/2024,W,118
55A,02/14/2024,W,175
55A,02/15/2024,W,166
55A,02/16/2024,W,118
55A,02/19/2024,W,82
55A,02/20/2024,W,166
55A,02/21/2024,W,159
55A,02/22/2024,W,156
55A,02/23/2024,W,106
55A,02/26/2024,W,134
55A,02/27/2024,W,176
55A,02/28/2024,W,140
55A,02/29/2024,W,152
55N,02/01/2024,W,459
55N,02/02/2024,W,359
55N,02/03/2024,A,177
55N,02/05/2024,W,435
55N,02/06/2024,W,425
55N,02/07/2024,W,450
55N,02/08/2024,W,423
55N,02/09/2024,W,322
55N,02/10/2024,A,198
55N,02/12/2024,W,373
55N,02/13/2024,W,504
55N,02/14/2024,W,473
55N,02/15/2024,W,415
55N,02/16/2024,W,376
55N,02/17/2024,A,161
55N,02/19/2024,W,258
55N,02/20/2024,W,469
55N,02/21/2024,W,445
55N,02/22/2024,W,533
55N,02/23/2024,W,402
55N,02/24/2024,A,159
55N,02/26/2024,W,424
55N,02/27/2024,W,465
55N,02/28/2024,W,382
55N,02/29/2024,W,403
56,02/01/2024,W,6782
56,02/02/2024,W,5564
56,02/03/2024,A,3634
56,02/04/2024,U,3204
56,02/05/2024,W,5547
56,02/06/2024,W,6677
56,02/07/2024,W,6511
56,02/08/2024,W,6123
56,02/09/2024,W,5142
56,02/10/2024,A,3421
56,02/11/2024,U,3158
56,02/12/2024,W,4806
56,02/13/2024,W,6462
56,02/14/2024,W,6563
56,02/15/2024,W,5955
56,02/16/2024,W,5485
56,02/17/2024,A,3248
56,02/18/2024,U,3214
56,02/19/2024,W,4336
56,02/20/2024,W,6866
56,02/21/2024,W,7572
56,02/22/2024,W,6355
56,02/23/2024,W,5594
56,02/24/2024,A,3294
56,02/25/2024,U,2990
56,02/26/2024,W,5551
56,02/27/2024,W,6368
56,02/28/2024,W,6169
56,02/29/2024,W,6499
57,02/01/2024,W,2021
57,02/02/2024,W,1893
57,02/03/2024,A,781
57,02/04/2024,U,464
57,02/05/2024,W,1771
57,02/06/2024,W,1876
57,02/07/2024,W,1181
57,02/08/2024,W,1954
57,02/09/2024,W,1542
57,02/10/2024,A,788
57,02/11/2024,U,496
57,02/12/2024,W,1732
57,02/13/2024,W,2005
57,02/14/2024,W,1848
57,02/15/2024,W,1798
57,02/16/2024,W,1782
57,02/17/2024,A,690
57,02/18/2024,U,442
57,02/19/2024,W,1112
57,02/20/2024,W,1902
57,02/21/2024,W,1952
57,02/22/2024,W,1982
57,02/23/2024,W,1791
57,02/24/2024,A,734
57,02/25/2024,U,454
57,02/26/2024,W,1934
57,02/27/2024,W,1942
57,02/28/2024,W,1822
57,02/29/2024,W,1815
59,02/01/2024,W,2484
59,02/02/2024,W,2232
59,02/03/2024,A,1292
59,02/05/2024,W,2366
59,02/06/2024,W,2589
59,02/07/2024,W,2628
59,02/08/2024,W,2309
59,02/09/2024,W,2427
59,02/10/2024,A,1307
59,02/12/2024,W,2477
59,02/13/2024,W,2384
59,02/14/2024,W,2662
59,02/15/2024,W,2497
59,02/16/2024,W,2595
59,02/17/2024,A,1039
59,02/19/2024,W,2387
59,02/20/2024,W,2472
59,02/21/2024,W,2347
59,02/22/2024,W,2568
59,02/23/2024,W,2499
59,02/24/2024,A,1112
59,02/26/2024,W,2446
59,02/27/2024,W,2482
59,02/28/2024,W,2291
59,02/29/2024,W,2301
6,02/01/2024,W,5323
6,02/02/2024,W,4883
6,02/03/2024,A,5242
6,02/04/2024,U,4477
6,02/05/2024,W,8319
6,02/06/2024,W,5326
6,02/07/2024,W,5442
6,02/08/2024,W,4926
6,02/09/2024,W,5005
6,02/10/2024,A,5256
6,02/11/2024,U,4510
6,02/12/2024,W,4664
6,02/13/2024,W,5518
6,02/14/2024,W,5490
6,02/15/2024,W,5001
6,02/16/2024,W,5758
6,02/17/2024,A,4502
6,02/18/2024,U,4512
6,02/19/2024,W,4078
6,02/20/2024,W,5409
6,02/21/2024,W,5566
6,02/22/2024,W,5049
6,02/23/2024,W,5210
6,02/24/2024,A,4322
6,02/25/2024,U,4097
6,02/26/2024,W,5351
6,02/27/2024,W,5394
6,02/28/2024,W,4516
6,02/29/2024,W,7526
60,02/01/2024,W,10213
60,02/02/2024,W,8697
60,02/03/2024,A,4800
60,02/04/2024,U,3744
60,02/05/2024,W,8768
60,02/06/2024,W,9713
60,02/07/2024,W,9939
60,02/08/2024,W,9358
60,02/09/2024,W,8199
60,02/10/2024,A,4948
60,02/11/2024,U,3733
60,02/12/2024,W,8453
60,02/13/2024,W,9645
60,02/14/2024,W,10162
60,02/15/2024,W,9734
60,02/16/2024,W,8679
60,02/17/2024,A,4560
60,02/18/2024,U,4093
60,02/19/2024,W,6605
60,02/20/2024,W,9842
60,02/21/2024,W,9685
60,02/22/2024,W,9585
60,02/23/2024,W,8911
60,02/24/2024,A,4492
60,02/25/2024,U,4060
60,02/26/2024,W,9094
60,02/27/2024,W,9860
60,02/28/2024,W,9479
60,02/29/2024,W,9354
62,02/01/2024,W,7277
62,02/02/2024,W,7542
62,02/03/2024,A,5269
62,02/04/2024,U,3991
62,02/05/2024,W,6922
62,02/06/2024,W,7145
62,02/07/2024,W,7161
62,02/08/2024,W,7602
62,02/09/2024,W,6793
62,02/10/2024,A,4896
62,02/11/2024,U,3785
62,02/12/2024,W,6001
62,02/13/2024,W,7229
62,02/14/2024,W,7269
62,02/15/2024,W,6879
62,02/16/2024,W,7053
62,02/17/2024,A,4562
62,02/18/2024,U,4885
62,02/19/2024,W,5381
62,02/20/2024,W,7489
62,02/21/2024,W,7484
62,02/22/2024,W,7114
62,02/23/2024,W,7270
62,02/24/2024,A,4854
62,02/25/2024,U,4615
62,02/26/2024,W,6704
62,02/27/2024,W,7252
62,02/28/2024,W,6442
62,02/29/2024,W,7183
62H,02/01/2024,W,832
62H,02/02/2024,W,844
62H,02/03/2024,A,416
62H,02/05/2024,W,849
62H,02/06/2024,W,921
62H,02/07/2024,W,912
62H,02/08/2024,W,699
62H,02/09/2024,W,690
62H,02/10/2024,A,441
62H,02/12/2024,W,800
62H,02/13/2024,W,973
62H,02/14/2024,W,967
62H,02/15/2024,W,820
62H,02/16/2024,W,664
62H,02/17/2024,A,358
62H,02/19/2024,W,686
62H,02/20/2024,W,986
62H,02/21/2024,W,803
62H,02/22/2024,W,857
62H,02/23/2024,W,795
62H,02/24/2024,A,407
62H,02/26/2024,W,940
62H,02/27/2024,W,799
62H,02/28/2024,W,838
62H,02/29/2024,W,819
63,02/01/2024,W,10132
63,02/02/2024,W,9537
63,02/03/2024,A,6479
63,02/04/2024,U,5150
63,02/05/2024,W,9501
63,02/06/2024,W,10449
63,02/07/2024,W,9851
63,02/08/2024,W,9109
63,02/09/2024,W,8887
63,02/10/2024,A,6650
63,02/11/2024,U,5484
63,02/12/2024,W,8702
63,02/13/2024,W,9753
63,02/14/2024,W,9958
63,02/15/2024,W,9087
63,02/16/2024,W,9024
63,02/17/2024,A,5981
63,02/18/2024,U,4853
63,02/19/2024,W,6846
63,02/20/2024,W,10545
63,02/21/2024,W,9405
63,02/22/2024,W,9634
63,02/23/2024,W,9069
63,02/24/2024,A,5863
63,02/25/2024,U,5262
63,02/26/2024,W,9528
63,02/27/2024,W,9710
63,02/28/2024,W,8542
63,02/29/2024,W,8961
63W,02/01/2024,W,1219
63W,02/02/2024,W,1309
63W,02/03/2024,A,584
63W,02/04/2024,U,439
63W,02/05/2024,W,1409
63W,02/06/2024,W,1441
63W,02/07/2024,W,1291
63W,02/08/2024,W,1252
63W,02/09/2024,W,934
63W,02/10/2024,A,567
63W,02/11/2024,U,430
63W,02/12/2024,W,1246
63W,02/13/2024,W,1363
63W,02/14/2024,W,1236
63W,02/15/2024,W,1211
63W,02/16/2024,W,1154
63W,02/17/2024,A,457
63W,02/18/2024,U,456
63W,02/19/2024,W,962
63W,02/20/2024,W,1187
63W,02/21/2024,W,1374
63W,02/22/2024,W,1297
63W,02/23/2024,W,1363
63W,02/24/2024,A,536
63W,02/25/2024,U,443
63W,02/26/2024,W,1197
63W,02/27/2024,W,1314
63W,02/28/2024,W,1172
63W,02/29/2024,W,1193
65,02/01/2024,W,6175
65,02/02/2024,W,5506
65,02/03/2024,A,4082
65,02/04/2024,U,2815
65,02/05/2024,W,5610
65,02/06/2024,W,5937
65,02/07/2024,W,6159
65,02/08/2024,W,6088
65,02/09/2024,W,5494
65,02/10/2024,A,4597
65,02/11/2024,U,2753
65,02/12/2024,W,5419
65,02/13/2024,W,6143
65,02/14/2024,W,6027
65,02/15/2024,W,5944
65,02/16/2024,W,5327
65,02/17/2024,A,3786
65,02/18/2024,U,2850
65,02/19/2024,W,4404
65,02/20/2024,W,6029
65,02/21/2024,W,6158
65,02/22/2024,W,6337
65,02/23/2024,W,5663
65,02/24/2024,A,3853
65,02/25/2024,U,3067
65,02/26/2024,W,5893
65,02/27/2024,W,5988
65,02/28/2024,W,5739
65,02/29/2024,W,6116
66,02/01/2024,W,17429
66,02/02/2024,W,16488
66,02/03/2024,A,12185
66,02/04/2024,U,8458
66,02/05/2024,W,15752
66,02/06/2024,W,17183
66,02/07/2024,W,17077
66,02/08/2024,W,16958
66,02/09/2024,W,14224
66,02/10/2024,A,12726
66,02/11/2024,U,8702
66,02/12/2024,W,14553
66,02/13/2024,W,17150
66,02/14/2024,W,16895
66,02/15/2024,W,16407
66,02/16/2024,W,15216
66,02/17/2024,A,11329
66,02/18/2024,U,9104
66,02/19/2024,W,12040
66,02/20/2024,W,16601
66,02/21/2024,W,16925
66,02/22/2024,W,16678
66,02/23/2024,W,15511
66,02/24/2024,A,11891
66,02/25/2024,U,9142
66,02/26/2024,W,15508
66,02/27/2024,W,16604
66,02/28/2024,W,15979
66,02/29/2024,W,16271
67,02/01/2024,W,7139
67,02/02/2024,W,6511
67,02/03/2024,A,3990
67,02/04/2024,U,3287
67,02/05/2024,W,5962
67,02/06/2024,W,6568
67,02/07/2024,W,6977
67,02/08/2024,W,7363
67,02/09/2024,W,5839
67,02/10/2024,A,4281
67,02/11/2024,U,3010
67,02/12/2024,W,5975
67,02/13/2024,W,6413
67,02/14/2024,W,6953
67,02/15/2024,W,6319
67,02/16/2024,W,5895
67,02/17/2024,A,3798
67,02/18/2024,U,3093
67,02/19/2024,W,4250
67,02/20/2024,W,6597
67,02/21/2024,W,7128
67,02/22/2024,W,6669
67,02/23/2024,W,5810
67,02/24/2024,A,3402
67,02/25/2024,U,3129
67,02/26/2024,W,6621
67,02/27/2024,W,6437
67,02/28/2024,W,5642
67,02/29/2024,W,6039
68,02/01/2024,W,993
68,02/02/2024,W,921
68,02/03/2024,A,396
68,02/04/2024,U,281
68,02/05/2024,W,857
68,02/06/2024,W,951
68,02/07/2024,W,944
68,02/08/2024,W,1011
68,02/09/2024,W,765
68,02/10/2024,A,401
68,02/11/2024,U,267
68,02/12/2024,W,908
68,02/13/2024,W,885
68,02/14/2024,W,862
68,02/15/2024,W,918
68,02/16/2024,W,858
68,02/17/2024,A,357
68,02/18/2024,U,293
68,02/19/2024,W,574
68,02/20/2024,W,978
68,02/21/2024,W,1068
68,02/22/2024,W,1000
68,02/23/2024,W,919
68,02/24/2024,A,388
68,02/25/2024,U,266
68,02/26/2024,W,926
68,02/27/2024,W,1047
68,02/28/2024,W,862
68,02/29/2024,W,937
7,02/01/2024,W,4993
7,02/02/2024,W,4494
7,02/05/2024,W,4899
7,02/06/2024,W,4784
7,02/07/2024,W,4976
7,02/08/2024,W,5196
7,02/09/2024,W,3792
7,02/12/2024,W,4725
7,02/13/2024,W,4968
7,02/14/2024,W,5263
7,02/15/2024,W,5081
7,02/16/2024,W,4383
7,02/19/2024,W,3619
7,02/20/2024,W,5192
7,02/21/2024,W,5223
7,02/22/2024,W,5070
7,02/23/2024,W,3978
7,02/26/2024,W,4638
7,02/27/2024,W,3665
7,02/28/2024,W,5056
7,02/29/2024,W,4967
70,02/01/2024,W,6930
70,02/02/2024,W,6323
70,02/03/2024,A,4132
70,02/04/2024,U,3177
70,02/05/2024,W,6410
70,02/06/2024,W,6674
70,02/07/2024,W,6714
70,02/08/2024,W,6700
70,02/09/2024,W,5257
70,02/10/2024,A,3955
70,02/11/2024,U,3199
70,02/12/2024,W,5855
70,02/13/2024,W,6787
70,02/14/2024,W,6711
70,02/15/2024,W,6389
70,02/16/2024,W,6038
70,02/17/2024,A,3749
70,02/18/2024,U,3182
70,02/19/2024,W,4287
70,02/20/2024,W,6583
70,02/21/2024,W,6866
70,02/22/2024,W,6822
70,02/23/2024,W,6268
70,02/24/2024,A,3796
70,02/25/2024,U,3367
70,02/26/2024,W,6406
70,02/27/2024,W,6846
70,02/28/2024,W,6409
70,02/29/2024,W,6693
71,02/01/2024,W,6102
71,02/02/2024,W,6226
71,02/03/2024,A,4362
71,02/04/2024,U,3471
71,02/05/2024,W,5686
71,02/06/2024,W,5916
71,02/07/2024,W,5898
71,02/08/2024,W,5736
71,02/09/2024,W,6171
71,02/10/2024,A,4513
71,02/11/2024,U,3683
71,02/12/2024,W,6185
71,02/13/2024,W,5911
71,02/14/2024,W,5804
71,02/15/2024,W,5285
71,02/16/2024,W,5632
71,02/17/2024,A,4234
71,02/18/2024,U,3414
71,02/19/2024,W,4255
71,02/20/2024,W,6026
71,02/21/2024,W,6508
71,02/22/2024,W,4916
71,02/23/2024,W,5975
71,02/24/2024,A,7355
71,02/25/2024,U,3457
71,02/26/2024,W,6232
71,02/27/2024,W,6156
71,02/28/2024,W,5983
71,02/29/2024,W,5870
72,02/01/2024,W,10396
72,02/02/2024,W,10309
72,02/03/2024,A,7645
72,02/04/2024,U,6103
72,02/05/2024,W,9612
72,02/06/2024,W,9446
72,02/07/2024,W,10411
72,02/08/2024,W,9764
72,02/09/2024,W,9323
72,02/10/2024,A,7822
72,02/11/2024,U,5885
72,02/12/2024,W,9365
72,02/13/2024,W,10533
72,02/14/2024,W,10121
72,02/15/2024,W,9634
72,02/16/2024,W,9387
72,02/17/2024,A,6978
72,02/18/2024,U,5873
72,02/19/2024,W,7867
72,02/20/2024,W,10277
72,02/21/2024,W,10164
72,02/22/2024,W,10057
72,02/23/2024,W,9690
72,02/24/2024,A,7043
72,02/25/2024,U,6007
72,02/26/2024,W,9481
72,02/27/2024,W,10198
72,02/28/2024,W,9059
72,02/29/2024,W,9517
73,02/01/2024,W,4223
73,02/02/2024,W,3848
73,02/03/2024,A,2246
73,02/04/2024,U,1661
73,02/05/2024,W,3708
73,02/06/2024,W,4092
73,02/07/2024,W,3761
73,02/08/2024,W,4145
73,02/09/2024,W,3289
73,02/10/2024,A,2067
73,02/11/2024,U,1588
73,02/12/2024,W,3467
73,02/13/2024,W,4118
73,02/14/2024,W,3937
73,02/15/2024,W,3786
73,02/16/2024,W,3730
73,02/17/2024,A,2031
73,02/18/2024,U,1679
73,02/19/2024,W,2833
73,02/20/2024,W,3981
73,02/21/2024,W,3943
73,02/22/2024,W,3986
73,02/23/2024,W,3811
73,02/24/2024,A,2194
73,02/25/2024,U,1806
73,02/26/2024,W,3689
73,02/27/2024,W,3447
73,02/28/2024,W,3815
73,02/29/2024,W,4055
74,02/01/2024,W,9205
74,02/02/2024,W,8855
74,02/03/2024,A,6636
74,02/04/2024,U,4802
74,02/05/2024,W,8588
74,02/06/2024,W,8995
74,02/07/2024,W,9403
74,02/08/2024,W,8499
74,02/09/2024,W,8343
74,02/10/2024,A,6680
74,02/11/2024,U,4946
74,02/12/2024,W,8018
74,02/13/2024,W,9319
74,02/14/2024,W,9323
74,02/15/2024,W,8991
74,02/16/2024,W,8603
74,02/17/2024,A,6094
74,02/18/2024,U,4641
74,02/19/2024,W,7011
74,02/20/2024,W,8863
74,02/21/2024,W,8717
74,02/22/2024,W,9049
74,02/23/2024,W,8729
74,02/24/2024,A,6247
74,02/25/2024,U,4913
74,02/26/2024,W,8666
74,02/27/2024,W,8861
74,02/28/2024,W,8525
74,02/29/2024,W,9157
75,02/01/2024,W,4783
75,02/02/2024,W,4825
75,02/03/2024,A,3188
75,02/04/2024,U,2368
75,02/05/2024,W,5026
75,02/06/2024,W,5354
75,02/07/2024,W,4907
75,02/08/2024,W,4785
75,02/09/2024,W,4252
75,02/10/2024,A,3457
75,02/11/2024,U,2614
75,02/12/2024,W,4265
75,02/13/2024,W,4530
75,02/14/2024,W,4940
75,02/15/2024,W,4596
75,02/16/2024,W,4678
75,02/17/2024,A,2799
75,02/18/2024,U,2646
75,02/19/2024,W,3091
75,02/20/2024,W,4721
75,02/21/2024,W,5041
75,02/22/2024,W,4136
75,02/23/2024,W,4432
75,02/24/2024,A,2884
75,02/25/2024,U,2251
75,02/26/2024,W,4368
75,02/27/2024,W,4836
75,02/28/2024,W,4281
75,02/29/2024,W,4992
76,02/01/2024,W,8200
76,02/02/2024,W,7978
76,02/03/2024,A,5745
76,02/04/2024,U,3680
76,02/05/2024,W,7572
76,02/06/2024,W,8481
76,02/07/2024,W,8423
76,02/08/2024,W,7978
76,02/09/2024,W,7459
76,02/10/2024,A,5772
76,02/11/2024,U,3696
76,02/12/2024,W,7438
76,02/13/2024,W,8617
76,02/14/2024,W,7949
76,02/15/2024,W,7973
76,02/16/2024,W,7677
76,02/17/2024,A,5293
76,02/18/2024,U,3510
76,02/19/2024,W,6475
76,02/20/2024,W,8225
76,02/21/2024,W,8449
76,02/22/2024,W,8156
76,02/23/2024,W,7647
76,02/24/2024,A,5112
76,02/25/2024,U,3763
76,02/26/2024,W,7755
76,02/27/2024,W,8122
76,02/28/2024,W,8059
76,02/29/2024,W,7591
77,02/01/2024,W,14108
77,02/02/2024,W,13099
77,02/03/2024,A,9050
77,02/04/2024,U,6735
77,02/05/2024,W,12959
77,02/06/2024,W,13823
77,02/07/2024,W,13937
77,02/08/2024,W,13413
77,02/09/2024,W,12643
77,02/10/2024,A,9333
77,02/11/2024,U,7345
77,02/12/2024,W,12633
