route,date,daytype,rides
68,01/14/2024,U,130
68,01/15/2024,W,283
68,01/16/2024,W,373
68,01/17/2024,W,843
68,01/18/2024,W,869
68,01/19/2024,W,763
68,01/20/2024,A,324
68,01/21/2024,U,222
68,01/22/2024,W,870
68,01/23/2024,W,848
68,01/24/2024,W,935
68,01/25/2024,W,923
68,01/26/2024,W,905
68,01/27/2024,A,384
68,01/28/2024,U,241
68,01/29/2024,W,858
68,01/30/2024,W,878
68,01/31/2024,W,958
7,01/02/2024,W,2307
7,01/03/2024,W,2486
7,01/04/2024,W,2613
7,01/05/2024,W,2371
7,01/08/2024,W,4781
7,01/09/2024,W,4351
7,01/10/2024,W,4934
7,01/11/2024,W,4778
7,01/12/2024,W,1984
7,01/15/2024,W,792
7,01/16/2024,W,1760
7,01/17/2024,W,4427
7,01/18/2024,W,4764
7,01/19/2024,W,4040
7,01/22/2024,W,4870
7,01/23/2024,W,4868
7,01/24/2024,W,5143
7,01/25/2024,W,5205
7,01/26/2024,W,4787
7,01/29/2024,W,4928
7,01/30/2024,W,5433
7,01/31/2024,W,4852
70,01/01/2024,U,2007
70,01/02/2024,W,4148
70,01/03/2024,W,4670
70,01/04/2024,W,4851
70,01/05/2024,W,4759
70,01/06/2024,A,3541
70,01/07/2024,U,2776
70,01/08/2024,W,5787
70,01/09/2024,W,5989
70,01/10/2024,W,6511
70,01/11/2024,W,6507
70,01/12/2024,W,4144
70,01/13/2024,A,3342
70,01/14/2024,U,1745
70,01/15/2024,W,2323
70,01/16/2024,W,2995
70,01/17/2024,W,5297
70,01/18/2024,W,5976
70,01/19/2024,W,5255
70,01/20/2024,A,3347
70,01/21/2024,U,2635
70,01/22/2024,W,5918
70,01/23/2024,W,6155
70,01/24/2024,W,6551
70,01/25/2024,W,6442
70,01/26/2024,W,6217
70,01/27/2024,A,3672
70,01/28/2024,U,2955
70,01/29/2024,W,6291
70,01/30/2024,W,6538
70,01/31/2024,W,6695
71,01/01/2024,U,2679
71,01/02/2024,W,4440
71,01/03/2024,W,4740
71,01/04/2024,W,5070
71,01/05/2024,W,5152
71,01/06/2024,A,4304
71,01/07/2024,U,3055
71,01/08/2024,W,6114
71,01/09/2024,W,4701
71,01/10/2024,W,6510
71,01/11/2024,W,5779
71,01/12/2024,W,4508
71,01/13/2024,A,3943
71,01/14/2024,U,1892
71,01/15/2024,W,2517
71,01/16/2024,W,4061
71,01/17/2024,W,4727
71,01/18/2024,W,5281
71,01/19/2024,W,4994
71,01/20/2024,A,5828
71,01/21/2024,U,2889
71,01/22/2024,W,5350
71,01/23/2024,W,7700
71,01/24/2024,W,5687
71,01/25/2024,W,5591
71,01/26/2024,W,5870
71,01/27/2024,A,5699
71,01/28/2024,U,3357
71,01/29/2024,W,4912
71,01/30/2024,W,6034
71,01/31/2024,W,5999
72,01/01/2024,U,4149
72,01/02/2024,W,7365
72,01/03/2024,W,8667
72,01/04/2024,W,8560
72,01/05/2024,W,8874
72,01/06/2024,A,6414
72,01/07/2024,U,5641
72,01/08/2024,W,9037
72,01/09/2024,W,7956
72,01/10/2024,W,9462
72,01/11/2024,W,9330
72,01/12/2024,W,6726
72,01/13/2024,A,5973
72,01/14/2024,U,3149
72,01/15/2024,W,3870
72,01/16/2024,W,4683
72,01/17/2024,W,7704
72,01/18/2024,W,8844
72,01/19/2024,W,7904
72,01/20/2024,A,6487
72,01/21/2024,U,4941
72,01/22/2024,W,8413
72,01/23/2024,W,8333
72,01/24/2024,W,9220
72,01/25/2024,W,9254
72,01/26/2024,W,9597
72,01/27/2024,A,7568
72,01/28/2024,U,5459
72,01/29/2024,W,9201
72,01/30/2024,W,9717
72,01/31/2024,W,10106
73,01/01/2024,U,1040
73,01/02/2024,W,2256
73,01/03/2024,W,2618
73,01/04/2024,W,3006
73,01/05/2024,W,2541
73,01/06/2024,A,1854
73,01/07/2024,U,1464
73,01/08/2024,W,3276
73,01/09/2024,W,3524
73,01/10/2024,W,3970
73,01/11/2024,W,4123
73,01/12/2024,W,2542
73,01/13/2024,A,1601
73,01/14/2024,U,816
73,01/15/2024,W,1338
73,01/16/2024,W,1507
73,01/17/2024,W,3205
73,01/18/2024,W,3665
73,01/19/2024,W,3342
73,01/20/2024,A,1889
73,01/21/2024,U,1398
73,01/22/2024,W,3540
73,01/23/2024,W,2997
73,01/24/2024,W,3895
73,01/25/2024,W,4037
73,01/26/2024,W,3886
73,01/27/2024,A,2214
73,01/28/2024,U,1534
73,01/29/2024,W,3566
73,01/30/2024,W,3924
73,01/31/2024,W,3846
74,01/01/2024,U,3166
74,01/02/2024,W,6283
74,01/03/2024,W,6809
74,01/04/2024,W,7125
74,01/05/2024,W,7331
74,01/06/2024,A,5778
74,01/07/2024,U,4623
74,01/08/2024,W,8586
74,01/09/2024,W,7348
74,01/10/2024,W,8546
74,01/11/2024,W,8767
74,01/12/2024,W,6504
74,01/13/2024,A,5461
74,01/14/2024,U,2741
74,01/15/2024,W,3557
74,01/16/2024,W,4162
74,01/17/2024,W,7562
74,01/18/2024,W,8128
74,01/19/2024,W,7584
74,01/20/2024,A,5525
74,01/21/2024,U,4047
74,01/22/2024,W,7336
74,01/23/2024,W,8154
74,01/24/2024,W,8681
74,01/25/2024,W,8979
74,01/26/2024,W,8703
74,01/27/2024,A,6394
74,01/28/2024,U,4499
74,01/29/2024,W,8617
74,01/30/2024,W,8747
74,01/31/2024,W,8949
75,01/01/2024,U,1825
75,01/02/2024,W,3243
75,01/03/2024,W,3330
75,01/04/2024,W,3549
75,01/05/2024,W,3131
75,01/06/2024,A,2724
75,01/07/2024,U,2201
75,01/08/2024,W,4312
75,01/09/2024,W,3914
75,01/10/2024,W,4122
75,01/11/2024,W,4198
75,01/12/2024,W,2731
75,01/13/2024,A,2456
75,01/14/2024,U,1316
75,01/15/2024,W,1757
75,01/16/2024,W,2184
75,01/17/2024,W,3158
75,01/18/2024,W,3976
75,01/19/2024,W,4021
75,01/20/2024,A,2466
75,01/21/2024,U,1840
75,01/22/2024,W,3924
75,01/23/2024,W,4275
75,01/24/2024,W,3814
75,01/25/2024,W,4339
75,01/26/2024,W,4861
75,01/27/2024,A,3023
75,01/28/2024,U,2319
75,01/29/2024,W,4429
75,01/30/2024,W,5015
75,01/31/2024,W,4824
76,01/01/2024,U,2202
76,01/02/2024,W,6278
76,01/03/2024,W,6712
76,01/04/2024,W,6878
76,01/05/2024,W,6677
76,01/06/2024,A,4727
76,01/07/2024,U,3315
76,01/08/2024,W,7357
76,01/09/2024,W,6425
76,01/10/2024,W,7677
76,01/11/2024,W,7646
76,01/12/2024,W,5390
76,01/13/2024,A,4504
76,01/14/2024,U,1697
76,01/15/2024,W,2983
76,01/16/2024,W,4055
76,01/17/2024,W,6775
76,01/18/2024,W,7445
76,01/19/2024,W,6955
76,01/20/2024,A,4796
76,01/21/2024,U,3093
76,01/22/2024,W,7233
76,01/23/2024,W,7175
76,01/24/2024,W,7955
76,01/25/2024,W,7670
76,01/26/2024,W,7659
76,01/27/2024,A,5778
76,01/28/2024,U,3396
76,01/29/2024,W,7355
76,01/30/2024,W,8058
76,01/31/2024,W,8241
77,01/01/2024,U,4644
77,01/02/2024,W,9512
77,01/03/2024,W,10213
77,01/04/2024,W,11041
77,01/05/2024,W,10704
77,01/06/2024,A,8105
77,01/07/2024,U,6518
77,01/08/2024,W,12370
77,01/09/2024,W,11483
77,01/10/2024,W,12947
77,01/11/2024,W,13317
77,01/12/2024,W,9122
77,01/13/2024,A,7744
77,01/14/2024,U,4293
77,01/15/2024,W,5873
77,01/16/2024,W,7246
77,01/17/2024,W,11484
77,01/18/2024,W,12671
77,01/19/2024,W,11903
77,01/20/2024,A,8024
77,01/21/2024,U,6063
77,01/22/2024,W,12237
77,01/23/2024,W,12245
77,01/24/2024,W,13333
77,01/25/2024,W,13340
77,01/26/2024,W,13556
77,01/27/2024,A,8818
77,01/28/2024,U,6840
77,01/29/2024,W,12995
77,01/30/2024,W,13353
77,01/31/2024,W,13936
78,01/01/2024,U,1865
78,01/02/2024,W,3639
78,01/03/2024,W,3954
78,01/04/2024,W,3967
78,01/05/2024,W,3840
78,01/06/2024,A,2604
78,01/07/2024,U,2534
78,01/08/2024,W,4450
78,01/09/2024,W,3965
78,01/10/2024,W,4420
78,01/11/2024,W,4839
78,01/12/2024,W,3161
78,01/13/2024,A,2361
78,01/14/2024,U,1773
78,01/15/2024,W,1891
78,01/16/2024,W,2362
78,01/17/2024,W,4412
78,01/18/2024,W,4938
78,01/19/2024,W,4274
78,01/20/2024,A,2605
78,01/21/2024,U,2324
78,01/22/2024,W,4971
78,01/23/2024,W,4471
78,01/24/2024,W,5283
78,01/25/2024,W,5069
78,01/26/2024,W,4785
78,01/27/2024,A,2945
78,01/28/2024,U,2430
78,01/29/2024,W,5113
78,01/30/2024,W,5154
78,01/31/2024,W,5644
79,01/01/2024,U,6967
79,01/02/2024,W,11402
79,01/03/2024,W,11884
79,01/04/2024,W,12176
79,01/05/2024,W,12294
79,01/06/2024,A,9325
79,01/07/2024,U,7936
79,01/08/2024,W,13180
79,01/09/2024,W,12654
79,01/10/2024,W,12682
79,01/11/2024,W,12996
79,01/12/2024,W,10616
79,01/13/2024,A,8434
79,01/14/2024,U,5387
79,01/15/2024,W,6238
79,01/16/2024,W,8059
79,01/17/2024,W,11492
79,01/18/2024,W,11842
79,01/19/2024,W,11247
79,01/20/2024,A,9173
79,01/21/2024,U,6954
79,01/22/2024,W,12053
79,01/23/2024,W,12669
79,01/24/2024,W,13170
79,01/25/2024,W,13307
79,01/26/2024,W,14066
79,01/27/2024,A,10585
79,01/28/2024,U,8260
79,01/29/2024,W,14381
79,01/30/2024,W,13504
79,01/31/2024,W,14526
8,01/01/2024,U,5506
8,01/02/2024,W,10685
8,01/03/2024,W,11177
8,01/04/2024,W,12268
8,01/05/2024,W,12125
8,01/06/2024,A,9631
8,01/07/2024,U,7511
8,01/08/2024,W,14685
8,01/09/2024,W,15006
8,01/10/2024,W,16258
8,01/11/2024,W,16944
8,01/12/2024,W,10648
8,01/13/2024,A,9664
8,01/14/2024,U,5165
8,01/15/2024,W,6247
8,01/16/2024,W,7920
8,01/17/2024,W,14264
8,01/18/2024,W,15997
8,01/19/2024,W,14443
8,01/20/2024,A,10579
8,01/21/2024,U,7829
8,01/22/2024,W,15309
8,01/23/2024,W,15148
8,01/24/2024,W,16509
8,01/25/2024,W,16865
8,01/26/2024,W,16484
8,01/27/2024,A,11551
8,01/28/2024,U,8316
8,01/29/2024,W,16108
8,01/30/2024,W,17365
8,01/31/2024,W,17246
80,01/01/2024,U,2634
80,01/02/2024,W,5782
80,01/03/2024,W,6058
80,01/04/2024,W,6162
80,01/05/2024,W,5833
80,01/06/2024,A,4400
80,01/07/2024,U,3449
80,01/08/2024,W,7377
80,01/09/2024,W,6719
80,01/10/2024,W,7582
80,01/11/2024,W,7552
80,01/12/2024,W,4838
80,01/13/2024,A,3970
80,01/14/2024,U,2070
80,01/15/2024,W,2631
80,01/16/2024,W,3626
80,01/17/2024,W,6290
80,01/18/2024,W,6995
80,01/19/2024,W,6572
80,01/20/2024,A,4360
80,01/21/2024,U,3328
80,01/22/2024,W,6837
80,01/23/2024,W,6873
80,01/24/2024,W,7412
80,01/25/2024,W,7775
80,01/26/2024,W,7859
80,01/27/2024,A,4970
80,01/28/2024,U,3878
80,01/29/2024,W,7717
80,01/30/2024,W,8052
80,01/31/2024,W,8146
81,01/01/2024,U,4018
81,01/02/2024,W,7373
81,01/03/2024,W,7757
81,01/04/2024,W,8166
81,01/05/2024,W,7693
81,01/06/2024,A,5836
81,01/07/2024,U,4945
81,01/08/2024,W,8101
81,01/09/2024,W,7468
81,01/10/2024,W,7989
81,01/11/2024,W,8929
81,01/12/2024,W,6621
81,01/13/2024,A,5418
81,01/14/2024,U,3688
81,01/15/2024,W,4057
81,01/16/2024,W,5464
81,01/17/2024,W,7576
81,01/18/2024,W,8606
81,01/19/2024,W,7354
81,01/20/2024,A,5681
81,01/21/2024,U,4713
81,01/22/2024,W,8277
81,01/23/2024,W,8098
81,01/24/2024,W,8383
81,01/25/2024,W,9052
81,01/26/2024,W,8074
81,01/27/2024,A,6221
81,01/28/2024,U,5013
81,01/29/2024,W,8541
81,01/30/2024,W,8596
81,01/31/2024,W,8917
81W,01/01/2024,U,324
81W,01/02/2024,W,1034
81W,01/03/2024,W,1205
81W,01/04/2024,W,1265
81W,01/05/2024,W,1106
81W,01/06/2024,A,629
81W,01/07/2024,U,489
81W,01/08/2024,W,1359
81W,01/09/2024,W,1133
81W,01/10/2024,W,1345
81W,01/11/2024,W,1407
81W,01/12/2024,W,993
81W,01/13/2024,A,470
81W,01/14/2024,U,243
81W,01/15/2024,W,575
81W,01/16/2024,W,757
81W,01/17/2024,W,1125
81W,01/18/2024,W,1251
81W,01/19/2024,W,1134
81W,01/20/2024,A,564
81W,01/21/2024,U,431
81W,01/22/2024,W,1309
81W,01/23/2024,W,1307
81W,01/24/2024,W,1387
81W,01/25/2024,W,1407
81W,01/26/2024,W,1353
81W,01/27/2024,A,651
81W,01/28/2024,U,469
81W,01/29/2024,W,1386
81W,01/30/2024,W,1424
81W,01/31/2024,W,1438
82,01/01/2024,U,4039
82,01/02/2024,W,8126
82,01/03/2024,W,8870
82,01/04/2024,W,8747
82,01/05/2024,W,8439
82,01/06/2024,A,7508
82,01/07/2024,U,4956
82,01/08/2024,W,10697
82,01/09/2024,W,9531
82,01/10/2024,W,11846
82,01/11/2024,W,11643
82,01/12/2024,W,7380
82,01/13/2024,A,6567
82,01/14/2024,U,2952
82,01/15/2024,W,4337
82,01/16/2024,W,5465
82,01/17/2024,W,9942
82,01/18/2024,W,11618
82,01/19/2024,W,9866
82,01/20/2024,A,6384
82,01/21/2024,U,4178
82,01/22/2024,W,10949
82,01/23/2024,W,10786
82,01/24/2024,W,11736
82,01/25/2024,W,11537
82,01/26/2024,W,11955
82,01/27/2024,A,7730
82,01/28/2024,U,5202
82,01/29/2024,W,12222
82,01/30/2024,W,11690
82,01/31/2024,W,12506
84,01/01/2024,U,598
84,01/02/2024,W,1974
84,01/03/2024,W,1957
84,01/04/2024,W,2144
84,01/05/2024,W,2085
84,01/06/2024,A,990
84,01/07/2024,U,848
84,01/08/2024,W,2736
84,01/09/2024,W,2263
84,01/10/2024,W,2747
84,01/11/2024,W,2846
84,01/12/2024,W,1727
84,01/13/2024,A,895
84,01/14/2024,U,436
84,01/15/2024,W,793
84,01/16/2024,W,1173
84,01/17/2024,W,2215
84,01/18/2024,W,2772
84,01/19/2024,W,2384
84,01/20/2024,A,951
84,01/21/2024,U,628
84,01/22/2024,W,2458
84,01/23/2024,W,2452
84,01/24/2024,W,2724
84,01/25/2024,W,2784
84,01/26/2024,W,2598
84,01/27/2024,A,1016
84,01/28/2024,U,820
84,01/29/2024,W,3023
84,01/30/2024,W,2891
84,01/31/2024,W,2978
85,01/01/2024,U,2814
85,01/02/2024,W,5467
85,01/03/2024,W,6266
85,01/04/2024,W,6081
85,01/05/2024,W,6385
85,01/06/2024,A,4545
85,01/07/2024,U,3392
85,01/08/2024,W,6615
85,01/09/2024,W,6199
85,01/10/2024,W,7952
85,01/11/2024,W,8315
85,01/12/2024,W,5255
85,01/13/2024,A,4101
85,01/14/2024,U,2239
85,01/15/2024,W,3011
85,01/16/2024,W,4865
85,01/17/2024,W,7082
85,01/18/2024,W,7384
85,01/19/2024,W,6737
85,01/20/2024,A,4108
85,01/21/2024,U,3245
85,01/22/2024,W,7026
85,01/23/2024,W,6918
85,01/24/2024,W,8184
85,01/25/2024,W,7774
85,01/26/2024,W,7620
85,01/27/2024,A,4931
85,01/28/2024,U,3978
85,01/29/2024,W,7935
85,01/30/2024,W,7998
85,01/31/2024,W,8495
85A,01/02/2024,W,336
85A,01/03/2024,W,353
85A,01/04/2024,W,426
85A,01/05/2024,W,413
85A,01/06/2024,A,209
85A,01/08/2024,W,384
85A,01/09/2024,W,360
85A,01/10/2024,W,407
85A,01/11/2024,W,409
85A,01/12/2024,W,277
85A,01/13/2024,A,195
85A,01/15/2024,W,190
85A,01/16/2024,W,218
85A,01/17/2024,W,294
85A,01/18/2024,W,372
85A,01/19/2024,W,330
85A,01/20/2024,A,196
85A,01/22/2024,W,346
85A,01/23/2024,W,388
85A,01/24/2024,W,322
85A,01/25/2024,W,406
85A,01/26/2024,W,418
85A,01/27/2024,A,258
85A,01/29/2024,W,398
85A,01/30/2024,W,412
85A,01/31/2024,W,405
86,01/02/2024,W,713
86,01/03/2024,W,895
86,01/04/2024,W,987
86,01/05/2024,W,827
86,01/08/2024,W,1809
86,01/09/2024,W,1471
86,01/10/2024,W,1674
86,01/11/2024,W,1583
86,01/12/2024,W,677
86,01/15/2024,W,302
86,01/16/2024,W,441
86,01/17/2024,W,1785
86,01/18/2024,W,1916
86,01/19/2024,W,1346
86,01/22/2024,W,1986
86,01/23/2024,W,1841
86,01/24/2024,W,2077
86,01/25/2024,W,2076
86,01/26/2024,W,1735
86,01/29/2024,W,2208
86,01/30/2024,W,2265
86,01/31/2024,W,2029
87,01/01/2024,U,2491
87,01/02/2024,W,4780
87,01/03/2024,W,5115
87,01/04/2024,W,5244
87,01/05/2024,W,5166
87,01/06/2024,A,4017
87,01/07/2024,U,2915
87,01/08/2024,W,5615
87,01/09/2024,W,5037
87,01/10/2024,W,6311
87,01/11/2024,W,6240
87,01/12/2024,W,4525
87,01/13/2024,A,3638
87,01/14/2024,U,1618
87,01/15/2024,W,2070
87,01/16/2024,W,3050
87,01/17/2024,W,4853
87,01/18/2024,W,5495
87,01/19/2024,W,5092
87,01/20/2024,A,3491
87,01/21/2024,U,2644
87,01/22/2024,W,5269
87,01/23/2024,W,5350
87,01/24/2024,W,5720
87,01/25/2024,W,5670
87,01/26/2024,W,6063
87,01/27/2024,A,4015
87,01/28/2024,U,2977
87,01/29/2024,W,5958
87,01/30/2024,W,6292
87,01/31/2024,W,6150
88,01/01/2024,U,228
88,01/02/2024,W,668
88,01/03/2024,W,656
88,01/04/2024,W,740
88,01/05/2024,W,727
88,01/06/2024,A,320
88,01/07/2024,U,265
88,01/08/2024,W,831
88,01/09/2024,W,765
88,01/10/2024,W,831
88,01/11/2024,W,944
88,01/12/2024,W,508
88,01/13/2024,A,278
88,01/14/2024,U,164
88,01/15/2024,W,321
88,01/16/2024,W,439
88,01/17/2024,W,784
88,01/18/2024,W,901
88,01/19/2024,W,772
88,01/20/2024,A,319
88,01/21/2024,U,250
88,01/22/2024,W,853
88,01/23/2024,W,826
88,01/24/2024,W,964
88,01/25/2024,W,936
88,01/26/2024,W,871
88,01/27/2024,A,374
88,01/28/2024,U,241
88,01/29/2024,W,897
88,01/30/2024,W,981
88,01/31/2024,W,938
8A,01/01/2024,U,764
8A,01/02/2024,W,1400
8A,01/03/2024,W,1486
8A,01/04/2024,W,1801
8A,01/05/2024,W,1473
8A,01/06/2024,A,1250
8A,01/07/2024,U,1123
8A,01/08/2024,W,1785
8A,01/09/2024,W,1383
8A,01/10/2024,W,1918
8A,01/11/2024,W,1722
8A,01/12/2024,W,1044
8A,01/13/2024,A,901
8A,01/14/2024,U,536
8A,01/15/2024,W,651
8A,01/16/2024,W,875
8A,01/17/2024,W,1497
8A,01/18/2024,W,1602
8A,01/19/2024,W,1483
8A,01/20/2024,A,1184
8A,01/21/2024,U,965
8A,01/22/2024,W,1765
8A,01/23/2024,W,1642
8A,01/24/2024,W,1684
8A,01/25/2024,W,1621
8A,01/26/2024,W,1931
8A,01/27/2024,A,1402
8A,01/28/2024,U,1025
8A,01/29/2024,W,1821
8A,01/30/2024,W,1750
8A,01/31/2024,W,1948
9,01/01/2024,U,7982
9,01/02/2024,W,10895
9,01/03/2024,W,11831
9,01/04/2024,W,11674
9,01/05/2024,W,11182
9,01/06/2024,A,11319
9,01/07/2024,U,9791
9,01/08/2024,W,13769
9,01/09/2024,W,11600
9,01/10/2024,W,13380
9,01/11/2024,W,13262
9,01/12/2024,W,10071
9,01/13/2024,A,10541
9,01/14/2024,U,5461
9,01/15/2024,W,5039
9,01/16/2024,W,6915
9,01/17/2024,W,10740
9,01/18/2024,W,12288
9,01/19/2024,W,11408
9,01/20/2024,A,10409
9,01/21/2024,U,8429
9,01/22/2024,W,13250
9,01/23/2024,W,13114
9,01/24/2024,W,12419
9,01/25/2024,W,12374
9,01/26/2024,W,12744
9,01/27/2024,A,13278
9,01/28/2024,U,10504
9,01/29/2024,W,13409
9,01/30/2024,W,13826
9,01/31/2024,W,13524
90,01/01/2024,U,1192
90,01/02/2024,W,2715
90,01/03/2024,W,3345
90,01/04/2024,W,3130
90,01/05/2024,W,2961
90,01/06/2024,A,2128
90,01/07/2024,U,1508
90,01/08/2024,W,2895
90,01/09/2024,W,2406
90,01/10/2024,W,3199
90,01/11/2024,W,3206
90,01/12/2024,W,2318
90,01/13/2024,A,1916
90,01/14/2024,U,670
90,01/15/2024,W,1269
90,01/16/2024,W,1668
90,01/17/2024,W,2576
90,01/18/2024,W,2875
90,01/19/2024,W,2594
90,01/20/2024,A,1898
90,01/21/2024,U,1235
90,01/22/2024,W,2632
90,01/23/2024,W,2783
90,01/24/2024,W,3041
90,01/25/2024,W,3062
90,01/26/2024,W,3162
90,01/27/2024,A,2542
90,01/28/2024,U,1550
90,01/29/2024,W,3132
90,01/30/2024,W,3118
90,01/31/2024,W,3494
91,01/01/2024,U,1229
91,01/02/2024,W,2699
91,01/03/2024,W,3053
91,01/04/2024,W,3104
91,01/05/2024,W,2971
91,01/06/2024,A,2085
91,01/07/2024,U,1570
91,01/08/2024,W,3727
91,01/09/2024,W,3314
91,01/10/2024,W,3904
91,01/11/2024,W,3958
91,01/12/2024,W,2431
91,01/13/2024,A,1755
91,01/14/2024,U,807
91,01/15/2024,W,1382
91,01/16/2024,W,1685
91,01/17/2024,W,3262
91,01/18/2024,W,3655
91,01/19/2024,W,2994
91,01/20/2024,A,1856
91,01/21/2024,U,1350
91,01/22/2024,W,3709
91,01/23/2024,W,3572
91,01/24/2024,W,3925
91,01/25/2024,W,4046
91,01/26/2024,W,3692
91,01/27/2024,A,2407
91,01/28/2024,U,1584
91,01/29/2024,W,4015
91,01/30/2024,W,4104
91,01/31/2024,W,4223
92,01/01/2024,U,1460
92,01/02/2024,W,3207
92,01/03/2024,W,3673
92,01/04/2024,W,4023
92,01/05/2024,W,3657
92,01/06/2024,A,2504
92,01/07/2024,U,2049
92,01/08/2024,W,4251
92,01/09/2024,W,4272
92,01/10/2024,W,4441
92,01/11/2024,W,4548
92,01/12/2024,W,3389
92,01/13/2024,A,2212
92,01/14/2024,U,1444
92,01/15/2024,W,1658
92,01/16/2024,W,2192
92,01/17/2024,W,3960
92,01/18/2024,W,4298
92,01/19/2024,W,4049
92,01/20/2024,A,2492
92,01/21/2024,U,1958
92,01/22/2024,W,4245
92,01/23/2024,W,4419
92,01/24/2024,W,4779
92,01/25/2024,W,4843
92,01/26/2024,W,4338
92,01/27/2024,A,2801
92,01/28/2024,U,2200
92,01/29/2024,W,4562
92,01/30/2024,W,4629
92,01/31/2024,W,5023
93,01/02/2024,W,2274
93,01/03/2024,W,2438
93,01/04/2024,W,2502
93,01/05/2024,W,2518
93,01/06/2024,A,1316
93,01/08/2024,W,2987
93,01/09/2024,W,2735
93,01/10/2024,W,3143
93,01/11/2024,W,3244
93,01/12/2024,W,1944
93,01/13/2024,A,1174
93,01/15/2024,W,1002
93,01/16/2024,W,1359
93,01/17/2024,W,2648
93,01/18/2024,W,3022
93,01/19/2024,W,2809
93,01/20/2024,A,1184
93,01/22/2024,W,2875
93,01/23/2024,W,2838
93,01/24/2024,W,3124
93,01/25/2024,W,3167
93,01/26/2024,W,3252
93,01/27/2024,A,1596
93,01/29/2024,W,3412
93,01/30/2024,W,3266
93,01/31/2024,W,3435
94,01/01/2024,U,2464
94,01/02/2024,W,5906
94,01/03/2024,W,6263
94,01/04/2024,W,6406
94,01/05/2024,W,6579
94,01/06/2024,A,3910
94,01/07/2024,U,3070
94,01/08/2024,W,8082
94,01/09/2024,W,7330
94,01/10/2024,W,8561
94,01/11/2024,W,7917
94,01/12/2024,W,5500
94,01/13/2024,A,3662
94,01/14/2024,U,1759
94,01/15/2024,W,3000
94,01/16/2024,W,3704
94,01/17/2024,W,7369
94,01/18/2024,W,7662
94,01/19/2024,W,6979
94,01/20/2024,A,3629
94,01/21/2024,U,2817
94,01/22/2024,W,8052
94,01/23/2024,W,7530
94,01/24/2024,W,8164
94,01/25/2024,W,8013
94,01/26/2024,W,8185
94,01/27/2024,A,4259
94,01/28/2024,U,3232
94,01/29/2024,W,8741
94,01/30/2024,W,9009
94,01/31/2024,W,8944
95,01/01/2024,U,1738
95,01/02/2024,W,2869
95,01/03/2024,W,2954
95,01/04/2024,W,3225
95,01/05/2024,W,2760
95,01/06/2024,A,4422
95,01/07/2024,U,2116
95,01/08/2024,W,3428
95,01/09/2024,W,3196
95,01/10/2024,W,3680
95,01/11/2024,W,3458
95,01/12/2024,W,2560
95,01/13/2024,A,4300
95,01/14/2024,U,1216
95,01/15/2024,W,1338
95,01/16/2024,W,1757
95,01/17/2024,W,3211
95,01/18/2024,W,3360
95,01/19/2024,W,2992
95,01/20/2024,A,2428
95,01/21/2024,U,1810
95,01/22/2024,W,3232
95,01/23/2024,W,3194
95,01/24/2024,W,3555
95,01/25/2024,W,3393
95,01/26/2024,W,3066
95,01/27/2024,A,2653
95,01/28/2024,U,2534
95,01/29/2024,W,3475
95,01/30/2024,W,3824
95,01/31/2024,W,3765
96,01/02/2024,W,436
96,01/03/2024,W,496
96,01/04/2024,W,527
96,01/05/2024,W,622
96,01/08/2024,W,577
96,01/09/2024,W,434
96,01/10/2024,W,602
96,01/11/2024,W,628
96,01/12/2024,W,587
96,01/15/2024,W,184
96,01/16/2024,W,291
96,01/17/2024,W,542
96,01/18/2024,W,712
96,01/19/2024,W,583
96,01/22/2024,W,608
96,01/23/2024,W,547
96,01/24/2024,W,677
96,01/25/2024,W,594
96,01/26/2024,W,755
96,01/29/2024,W,576
96,01/30/2024,W,630
96,01/31/2024,W,695
97,01/01/2024,U,866
97,01/02/2024,W,2095
97,01/03/2024,W,2180
97,01/04/2024,W,2236
97,01/05/2024,W,2061
97,01/06/2024,A,1458
97,01/07/2024,U,1046
97,01/08/2024,W,1978
97,01/09/2024,W,1636
97,01/10/2024,W,2001
97,01/11/2024,W,1991
97,01/12/2024,W,1223
97,01/13/2024,A,1273
97,01/14/2024,U,479
97,01/15/2024,W,839
97,01/16/2024,W,1212
97,01/17/2024,W,1617
97,01/18/2024,W,1894
97,01/19/2024,W,1681
97,01/20/2024,A,1441
97,01/21/2024,U,821
97,01/22/2024,W,1959
97,01/23/2024,W,1615
97,01/24/2024,W,1867
97,01/25/2024,W,1926
97,01/26/2024,W,2043
97,01/27/2024,A,1617
97,01/28/2024,U,1104
97,01/29/2024,W,2174
97,01/30/2024,W,2108
97,01/31/2024,W,2241
J14,01/01/2024,U,1773
J14,01/02/2024,W,4444
J14,01/03/2024,W,4636
J14,01/04/2024,W,4667
J14,01/05/2024,W,4463
J14,01/06/2024,A,2738
J14,01/07/2024,U,1962
J14,01/08/2024,W,5039
J14,01/09/2024,W,5075
J14,01/10/2024,W,5909
J14,01/11/2024,W,5774
J14,01/12/2024,W,3349
J14,01/13/2024,A,2370
J14,01/14/2024,U,1790
J14,01/15/2024,W,1969
J14,01/16/2024,W,3548
J14,01/17/2024,W,4635
J14,01/18/2024,W,5537
J14,01/19/2024,W,4471
J14,01/20/2024,A,2337
J14,01/21/2024,U,1876
J14,01/22/2024,W,5050
J14,01/23/2024,W,5207
J14,01/24/2024,W,5574
J14,01/25/2024,W,5713
J14,01/26/2024,W,5580
J14,01/27/2024,A,2858
